SiteID,lat,lon,datum
410130100,44.2997090434783,-120.844740173913,WGS84
261010922,44.307,-86.24265,WGS84
261130001,44.31056,-84.89186,WGS84
230090103,44.37705,-68.2609,WGS84
360310003,44.3930864588979,-73.8589129177958,WGS84
560050899,44.46597,-105.55174,WGS84
500070014,44.4762,-73.2106,WGS84
500070012,44.48028,-73.21444,WGS84
560051899,44.4953689932886,-105.542254563758,WGS84
550090005,44.5100769372077,-87.9933643653975,WGS84
500070007,44.52839,-72.86884,WGS84
560290001,44.53243,-109.07297,WGS84
230112002,44.55014,-69.62988,WGS84
230172011,44.55142,-70.54632,WGS84
300310016,44.66139,-111.10589,WGS84
270370470,44.73846,-93.23725,WGS84
560330001,44.79716,-106.94985,WGS84
230190002,44.7988384330986,-68.7695242077465,WGS84
560330003,44.80549,-106.97624,WGS84
550350100,44.812,-91.496,WGS84
560330002,44.822459375,-106.95942214527,WGS84
270530961,44.87551,-93.25892,WGS84
271230866,44.89926,-93.01708,WGS84
270532006,44.94805,-93.34315,WGS84
271230868,44.95072,-93.09827,WGS84
270530963,44.95366,-93.25821,WGS84
271230871,44.95939,-93.03587,WGS84
271630445,45.01876,-92.78027,WGS84
271630446,45.02798,-92.77415,WGS84
270531007,45.03972,-93.29874,WGS84
270031002,45.13768,-93.20762,WGS84
160590004,45.1775046511628,-113.891038062015,WGS84
410610119,45.33897,-117.989952119701,WGS84
260470004,45.3485,-84.9701,WGS84
410510080,45.4966185714286,-122.602672504638,WGS84
300310006,45.72622,-111.06813,WGS84
300310018,45.79367,-111.16489,WGS84
410591003,45.82889,-119.26331,WGS84
410591002,45.83911,-119.283,WGS84
300930005,46.0024320441989,-112.500947679558,WGS84
270953051,46.2053,-93.75945,WGS84
300810001,46.24433,-114.15817,WGS84
300810007,46.24552,-114.15981,WGS84
530770016,46.37543,-120.72932,WGS84
530770015,46.38024,-120.33266,WGS84
230031011,46.6822665627864,-68.0161565627864,WGS84
271377551,46.76643,-92.13354,WGS84
271377550,46.81826,-92.08936,WGS84
380150003,46.82543,-100.76821,WGS84
380070002,46.8943,-103.37853,WGS84
380171004,46.93375,-96.85535,WGS84
380570004,47.29861,-101.76694,WGS84
230030014,47.3553108525755,-68.320926731794,WGS84
530330057,47.5632455813953,-122.340535062612,WGS84
380530002,47.5812,-103.2995,WGS84
300890007,47.59639,-115.32361,WGS84
530630016,47.6607829069767,-117.357690930233,WGS84
530630021,47.67248,-117.36485,WGS84
530611007,48.0551817062635,-122.174497327214,WGS84
530610020,48.2469,-121.6031,WGS84
530470013,48.39999,-119.51896,WGS84
380130003,48.87655,-102.56842,WGS84
380130002,48.9904,-102.7815,WGS84
CC0110001,49.1456,-103.09125,WGS84
022320002,59.46008,-135.31053,WGS84
020200018,61.2061871153846,-149.823131538462,WGS84
021700013,61.5988,-149.45525,WGS84
021700012,61.5989,-149.10622,WGS84
150090006,20.781,-156.44637,NAD83
120860033,25.9417277697189,-80.32639,NAD83
480612004,26.072172992126,-97.1652828346457,NAD83
482150043,26.2262379399727,-98.2910620600273,NAD83
120992005,26.4577088568173,-80.0930362856058,NAD83
120710005,26.6026276158382,-81.8786935046335,NAD83
120990009,26.7309660916442,-80.2339780592992,NAD83
483550034,27.8118167917448,-97.4657,NAD83
120573002,27.96565,-82.2304,NAD83
121031009,27.9860120017559,-82.7822149692713,NAD83
121056006,28.029114957265,-81.97222,NAD83
120090007,28.0538373026886,-80.62861,NAD83
120952002,28.5988595048655,-81.3629534172868,NAD83
120170005,28.98056,-82.7,NAD83
121275002,29.20667,-81.052938978389,NAD83
481671034,29.25447,-94.86129,NAD83
481670014,29.26332,-94.85657,NAD83
480290059,29.2753855137845,-98.3116789724311,NAD83
480430101,29.3025,-103.16782,NAD83
482011039,29.67002,-95.12851,NAD83
482011035,29.7337161372263,-95.25759,NAD83
482010058,29.7707,-95.0312235409458,NAD83
482010024,29.9010888613861,-95.326116039604,NAD83
220870007,29.94475,-89.97626,NAD83
483611100,30.19417,-93.86694,NAD83
484530021,30.2632178125,-97.71288,NAD83
120310099,30.3556097908575,-81.5480044517478,NAD83
480430002,30.3658,-103.6491,NAD83
280450002,30.38,-89.44833,NAD83
120330025,30.437,-87.256,NAD83
281090001,30.5295,-89.69106,NAD83
